EEG_TP9_mean,EEG_TP9_std,EEG_TP9_min,EEG_TP9_max,EEG_TP9_median,EEG_TP9_skew,EEG_TP9_kurtosis,EEG_AF7_mean,EEG_AF7_std,EEG_AF7_min,EEG_AF7_max,EEG_AF7_median,EEG_AF7_skew,EEG_AF7_kurtosis,EEG_AF8_mean,EEG_AF8_std,EEG_AF8_min,EEG_AF8_max,EEG_AF8_median,EEG_AF8_skew,EEG_AF8_kurtosis,EEG_TP10_mean,EEG_TP10_std,EEG_TP10_min,EEG_TP10_max,EEG_TP10_median,EEG_TP10_skew,EEG_TP10_kurtosis,EEG_AUX_L_mean,EEG_AUX_L_std,EEG_AUX_L_min,EEG_AUX_L_max,EEG_AUX_L_median,EEG_AUX_L_skew,EEG_AUX_L_kurtosis,EEG_AUX_R_mean,EEG_AUX_R_std,EEG_AUX_R_min,EEG_AUX_R_max,EEG_AUX_R_median,EEG_AUX_R_skew,EEG_AUX_R_kurtosis,EEG_DRL_mean,EEG_DRL_std,EEG_DRL_min,EEG_DRL_max,EEG_DRL_median,EEG_DRL_skew,EEG_DRL_kurtosis,EEG_REF_mean,EEG_REF_std,EEG_REF_min,EEG_REF_max,EEG_REF_median,EEG_REF_skew,EEG_REF_kurtosis,ACC_X_mean,ACC_X_std,ACC_X_min,ACC_X_max,ACC_X_median,ACC_X_skew,ACC_X_kurtosis,ACC_Y_mean,ACC_Y_std,ACC_Y_min,ACC_Y_max,ACC_Y_median,ACC_Y_skew,ACC_Y_kurtosis,ACC_Z_mean,ACC_Z_std,ACC_Z_min,ACC_Z_max,ACC_Z_median,ACC_Z_skew,ACC_Z_kurtosis,task,stress_level,stress_label,participant
34495.973773770704,425.24805523985555,0.0,35121.16195215726,34440.88660965999,-24.525585144932673,1996.7398634687474,33218.68165551432,447.6590437351811,0.0,33904.19887354361,33140.55152422804,-18.68116768309708,1397.625225391312,36418.78251523842,344.6666611296436,0.0,37013.17006506564,36377.30763880106,-54.34645098464157,5752.053904111651,22954.825031683107,164.29081758300066,0.0,23074.10813261368,22968.719657506903,-125.9258647310253,17590.212850553722,22959.730620170558,174.73493940573542,0.0,23120.82327852527,22925.67019768598,-104.65835935366272,13758.058679481814,116315.44978885482,2190.346269811585,0.0,119248.92595397544,116618.50561124156,-6.9730906475427,365.2970085041753,31908.288576994226,373.2274315342798,0.0,32463.070149787683,31852.487546502063,-28.763430468280408,2463.896828115571,28072.444995433103,215.51603958955747,0.0,28258.1705758775,28042.185669205868,-101.97538173138128,13286.431938321755,0.03617296598827818,0.0041142518941492704,0.022,0.048,0.036,-0.033274807147046004,-0.059202834621923106,-0.003631731967326596,0.0033067667789448804,-0.014,0.008,-0.004,0.06954328764318464,0.040439762273115853,0.9728602150537634,0.004105885720998266,0.958,0.986,0.974,-0.18845691699873843,0.04561340067934161,Arithmetic,0,natural,1
4784.667375622432,1247.8846260799678,1943.3724216666728,6799.132442370945,5116.716637219983,-0.4060296027076954,-1.054502301782643,11161.100070547716,1432.7106281287831,7548.832303146399,13113.679064950831,11725.300458109434,-0.7191876456249113,-0.6097596005735664,-6732.402742251119,1584.7698735146475,-10472.84280930076,-4430.920413842251,-6304.890668975195,-0.6672415062613808,-0.6487001324406152,-3688.221039506754,982.8488757224806,-6531.67146821874,-2781.160507340492,-3164.034713987674,-1.2751054696183333,0.4697605359370782,-19140.19191613411,1443.0234636062914,-22884.14065648802,-17445.35773341152,-18616.20916321387,-0.9262956249408288,-0.24623834883652762,2362.3296798867145,837.3459519965343,115.96085023413303,3292.5013652445514,2805.9821195581103,-1.112579156173366,0.009480347861932081,-21841.92602445736,1460.53621323809,-25480.876920327773,-19404.286969219087,-21328.325131931917,-0.797160465073539,-0.43285128533041917,4258.124429953559,302.84579809342057,3314.9872201665903,4629.023924949637,4334.23794320082,-1.0922433638578806,0.6436205242523587,0.013424011793342249,0.005314191397116324,-0.102,0.166,0.014,3.1117432685653057,202.80308544255186,-1.885563440638964e-06,0.004636820879240145,-0.06,0.166,0.0,8.7377422635462,307.55023607997555,0.966202955192156,0.010619055277832176,0.436,0.984,0.966,-35.96506672194656,1665.6819319235408,Arithmetic,0,natural,2
10416.587985081876,1629.2021284736068,8633.987144707102,14319.73449227029,9555.974251744063,0.9802902321011348,-0.38508009241146013,8156.463594239861,1368.8311657212073,6743.543653910596,11795.61904616583,7738.967417355469,1.1758488093566846,0.17660453661061304,6011.452201025287,926.4580732159235,5045.727496829927,8332.573870727287,5532.3808529831,1.0733047187743179,-0.2280090052609589,-17582.262682127246,108.61095244340763,-17782.600853753192,-17255.591422985963,-17611.833526114646,0.8489378323639714,-0.09469463708784298,-17711.57410333538,122.48936382981633,-17932.066968925832,-17418.35682610951,-17742.848276239427,0.2840853013561702,-1.262397018669607,-14059.818796312587,100.30536058939948,-14249.95234608082,-13773.748430460506,-14094.373028799659,0.46702639045014577,-0.8178089336977372,9245.11046714603,1051.869893447392,8142.18171145698,12011.000455737169,8839.254389912414,0.9995068117302444,-0.2936869758828369,-15706.450046842108,124.61911564641801,-15944.259279282009,-15369.931205502891,-15752.436608366565,0.9539345628510739,-0.28170724334165165,0.028593836171938367,0.004471246585886214,0.014,0.042,0.028,0.024756418302504413,-0.2619374758691233,-0.00561338199513382,0.0038803947164044793,-0.016,0.006,-0.006,0.13462992069988056,-0.2313097421258905,0.9720176804541767,0.01086542010052561,0.482,0.988,0.972,-31.543518685181336,1291.021715134862,Arithmetic,0,natural,3
3227.5778291149068,129.63663685928665,0.0,3703.818166711112,3205.0836926798456,-0.1777974783891437,23.31654854496603,8109.127701535318,114.68406602470733,0.0,8473.926302662647,8094.706606233908,-20.899577082048815,1503.786221523919,-20446.092861798115,178.15473165968683,-20612.778736684173,0.0,-20455.444807463267,91.01544658640198,10442.71916879763,-2334.873745852032,84.92644116419532,-2527.334097306025,0.0,-2327.643612342312,1.1177363779942355,33.298033432466184,-2685.884874867039,128.4157417920852,-2968.848105531705,0.0,-2688.7583957622523,0.5672879220511601,10.442130985181858,14466.552463162347,1619.2887305617978,0.0,17152.59458453591,14459.43289511596,-0.04296460855869917,-1.1119040572983732,5619.296974061156,76.14867206205315,0.0,5780.742261498244,5634.003059149153,-24.242852465404418,1783.416453536406,3673.6307831501877,122.08492585978092,0.0,3989.2052399164727,3673.173925062886,-1.3951761033511847,48.61249784184462,0.05201059283779718,0.0036505451395443603,0.04,0.064,0.052,0.08208815969573474,0.012173239865736818,-0.012543605176045743,0.0030650638608429996,-0.022,-0.002,-0.012,-0.0016176165553412436,-0.023967119126730108,0.9752085464941318,0.0039038367535912514,0.962,0.986,0.976,-0.20518019215731095,0.021682181214282448,Arithmetic,0,natural,4
32540.355821982037,917.4391659414341,0.0,34052.50269800457,32608.580006191733,-3.257783147066843,54.51622117117866,16250.237732007787,647.3843064149206,0.0,17787.0488508998,16142.306911028256,0.09013172187735718,12.720747859175004,5468.6890695458005,288.83636555612367,0.0,6319.151081937681,5327.180663011153,1.3628625278837736,5.199221251981497,12457.09694777324,251.20393807128858,0.0,13015.063168414015,12349.551153129476,-3.041561078580878,185.01766155395273,5120.569287743942,60.70804914687819,0.0,5280.040833954911,5114.995552896923,-18.236039334479532,1556.1723147260966,5215.08462677644,310.1478208081607,0.0,6234.594432663254,5106.736583320688,1.4003175176246523,3.5969283247515897,21569.944591332216,244.20098964218968,0.0,22251.809805847384,21536.44222455528,-21.038492937208016,1874.1839237270724,-742.5524345102829,47.35139267361047,-848.02518463435,0.0,-750.3368854924304,0.43312782539135986,0.9372302160619936,0.02332584615384616,0.01785989944431933,-0.018,0.046,0.032,-0.9281807716199477,-0.7730397456045224,-0.035466523076923086,0.017732498646978838,-0.078,0.0,-0.028,-1.0830125354640356,-0.49056253829768615,0.9677747692307691,0.0124255143266717,0.0,0.99,0.972,-15.170496548915079,1131.139968265329,Arithmetic,0,natural,5
994.3238462768188,76.84843389231709,0.0,1185.7376916095843,985.9130961791392,0.5688083682628071,1.2800886313914717,6035.7227949916805,83.70318290667471,0.0,6249.279528770391,6019.347133558647,-17.593323168616436,1301.2599983676507,7124.493989680555,84.3016358233203,0.0,7284.522924962393,7124.149158495565,-29.05067383385064,2455.8273132921195,-7292.679997133406,67.6232591495868,-7417.046417837909,0.0,-7292.457794244027,60.34068758574625,6514.706562999945,-19191.069763186555,144.454629052112,-19360.276384386587,0.0,-19192.280673060497,112.95272988794285,15006.661265214518,-643.4917352167049,51.84697627691465,-790.4023874285683,0.0,-641.0480309782066,-0.08117227154193138,0.5101661467482161,709.3039075529249,51.64288463328488,0.0,845.2535683218919,707.9915056218512,-0.17840406279832421,1.5431403179591046,-6705.082463209371,65.39990742790793,-6837.979774234268,0.0,-6706.2832959036,51.87103028079948,5321.212283609754,0.05138423004672222,0.0035049648031822075,0.0,0.062,0.052,-0.12331899027415733,2.24939478165423,-0.020138721641539424,0.0032445038874298667,-0.032,0.0,-0.02,-0.19262388901990002,0.0884977500959252,0.9753683348586292,0.007702914467751686,0.0,0.988,0.976,-97.81250360841504,12383.767459887415,Arithmetic,0,natural,6
15003.570048201984,169.88781728834275,0.0,15342.013876678217,14989.29217330124,-29.701873434368743,2626.507734558253,16764.06953862816,231.08905830049898,0.0,17189.4079076538,16761.908443201595,-16.288964141171327,1195.03392350104,13512.769639871021,484.5845834899713,0.0,14347.383600161504,13498.017310859837,-0.8240700766143428,24.683070310093445,17.840704149735057,186.61636430599793,-270.858439309411,437.9377291128313,-61.83610103560699,0.5563116342191525,-1.019213490615596,-7256.7864301317795,103.73003286527155,-7432.089141856331,0.0,-7286.311064518817,15.262982416602252,1033.7416320882303,3295.4281653117578,134.99986153989397,0.0,3633.0078402766994,3297.865783913825,-0.2402256226975695,14.478989664546638,2329.9008353334143,497.6264419401446,0.0,3215.097274195823,2361.305339492004,-0.28113833712818814,-0.7893908482608869,4480.435239343867,274.5101271503879,0.0,5054.981119034424,4460.3576612898905,-0.29493812462179764,2.651385366868933,0.02831484361499914,0.0037768661165707143,0.014,0.042,0.028,-0.05223650497571637,-0.0212162896610244,-0.0361786763435286,0.0038170737539594515,-0.05,-0.024,-0.036,-0.09638421274335862,0.05002756393630303,0.9754414204250909,0.00393161818509816,0.96,0.99,0.976,-0.1435391650599056,0.33733507154169473,Arithmetic,0,natural,7
25098.344316882718,640.7991469839931,24371.06810463287,26719.185914896243,24827.82600257707,0.8913687023986425,-0.35687245976036275,29271.541887618194,630.3210594983901,28589.8481118498,30783.269498737995,29000.22614004924,0.9040617367059853,-0.47681933399154275,24260.016518692817,667.9519121337484,23495.349108618397,25804.418421318343,23922.26742771476,0.7818015760177409,-0.7580924778735114,11167.777971795213,675.603620821583,10474.36272792372,12744.383543060248,10817.66317101278,0.8149072546575049,-0.7006227393583928,2862.112030341887,701.3329500235262,2166.219313886084,4467.823143937962,2474.807497836053,0.7774593732945817,-0.7993365801543155,9527.048217667401,670.5203727919599,8802.854574066947,11080.452630573824,9177.156886715518,0.7844787213332131,-0.7609996447797678,4092.8344321498034,570.3777253746174,3254.570454903896,5482.726452675635,3836.721639242368,0.8760924799643701,-0.5006527070002789,15692.17297579768,1487.7671719270961,14159.740705459202,18429.616800500968,15096.435260347756,0.5170688134818024,-1.3484708284653777,0.036527595956466166,0.003950783120830234,0.016,0.05,0.036,-0.10845822846973395,0.3117667555746708,-0.00754738758278787,0.0031674591884675155,-0.018,0.004,-0.008,0.04473200340608428,-0.038153594028733195,0.970221232425733,0.010427444319012888,0.482,0.988,0.97,-32.870048268371974,1407.9052089210968,Arithmetic,0,natural,8
3777.199844973646,960.5038243096601,0.0,5122.326925078264,3997.7883097873114,-0.4370645064162796,-1.059612883990898,21952.64044630271,724.7291308228199,0.0,22833.62571401903,22256.03428554944,-0.9731234528186589,14.334349638648082,23177.78619120871,921.1757338702082,0.0,24349.92335437815,23426.39397697377,-0.8130783517133361,6.271190537343301,8607.210605741584,1359.0202798386304,0.0,10679.842314701356,8849.927347889823,-0.3345089164430331,-1.035955455481637,-5950.105212329348,441.5686063977729,-6923.251679331265,0.0,-5794.95797097182,-0.5635674399204076,-0.4425075995468206,-5131.106047748987,569.327928348314,-6284.14825012067,0.0,-4982.628522232595,-0.425064013174247,-1.0565306815395186,10794.152392216381,1130.1722458163024,0.0,12397.819745280713,10998.55583888958,-0.20459127629851964,-1.2100574693448043,-2960.607194868312,507.2287967538162,-4011.892260538609,0.0,-2879.374072477111,-0.4210128761222602,-1.0028939380583761,0.021231355184900276,0.0034526168131107007,0.006,0.034,0.022,0.12497858857055646,0.14057963504456206,-0.019303964427099946,0.0037714114670950776,-0.034,-0.006,-0.02,-0.06326876590958654,-0.05105185926849298,0.974852098538434,0.0039055154122910034,0.958,0.988,0.974,-0.11681068617960173,0.14632237358174827,Arithmetic,0,natural,9
20352.834696617112,403.0450237775449,0.0,21173.651060301192,20212.14606906725,-4.665594723522739,257.2933987782321,19093.007825926048,321.3419259473301,0.0,19884.08951569671,18976.89926348916,-7.756349211073927,494.63434878083336,15745.10243632483,149.09412360917733,0.0,16002.1279456768,15743.518262328897,-46.813506416989576,4948.095410655155,-6500.677308058813,126.7693058005182,-6681.361100835932,0.0,-6546.781247470528,5.827160672008296,273.6876602250968,8513.568390196464,127.00572590201261,0.0,8760.565073557505,8456.089610587313,-11.57468508505677,801.8531402904433,7097.6416687762785,480.15262627665913,0.0,7960.506732524244,7014.715017642381,0.10279171311859626,0.3521112739866781,18600.172587480236,194.82878448849016,0.0,18956.04508591236,18562.989659665785,-34.3211702070578,3304.3449858572103,6965.197473852781,160.8517483056141,0.0,7243.9098052871,6991.603313875594,-3.5042819617725245,138.42901234936994,0.03257546456567586,0.003852026362983773,0.0,0.046,0.032,-0.055473996316965986,0.27813726435502995,-0.0076840555489236404,0.003197164737400335,-0.02,0.004,-0.008,0.04440819675712658,0.06990840208662874,0.9740042974811985,0.007341414057319206,0.0,0.988,0.974,-92.95635858729804,12329.34835107153,Arithmetic,0,natural,10
